NUTS_ID,albedo_mean,albedo_m01,albedo_m02,albedo_m03,albedo_m04,albedo_m05,albedo_m06,albedo_m07,albedo_m08,albedo_m09,albedo_m10,albedo_m11,albedo_m12
RO412,0.0740098024356172,0.08464057030276681,0.10068157467416776,0.09076404757760316,0.07729620020124217,0.058964661263868096,0.05057212262603162,0.05479782012601694,0.059852878892954105,0.06872846672346172,0.07353399665610684,0.08089225246519093,0.08739303771799627
RO413,0.07943408145579144,0.08558930810870541,0.1011582898547066,0.0909092777829972,0.07578224224348863,0.06143222375876374,0.061000625347562204,0.06915568878162826,0.0725267929209237,0.08295666593328452,0.08141443163221226,0.08305612644115805,0.08822730466406667
RO414,0.0893753855815903,0.08172455383651707,0.09967040992304405,0.08996115241935267,0.0802446326846818,0.07371784475104637,0.07818507132587932,0.10359345139083209,0.09521764532273691,0.10508667943922795,0.09960400729124862,0.08442149032187839,0.08107768827263849
RO415,0.07209736022042201,0.08986578746557311,0.10205709662336909,0.08791588326397944,0.0765977219788002,0.05710650319527839,0.04867764808431093,0.05186854560442825,0.05571159152235389,0.05960932680970374,0.06927898427148693,0.07875268314192373,0.08772655068385636
RO42,0.0752119847012834,0.07955151673455768,0.09411055889204852,0.08442747372550306,0.07332455566273431,0.06094519902985481,0.05852154591719782,0.06396402127023836,0.06467672809012676,0.07238290773357754,0.07673447249907944,0.07918740263545777,0.09471743422502468
RO421,0.07731500989101597,0.07878777325469745,0.09591612315596122,0.0842495677342691,0.07478336585280242,0.06314334717523937,0.06404444557417946,0.07115951364623356,0.07344822829076565,0.078521073387686,0.08325338579748079,0.08007108467205858,0.0804022101508182
RO422,0.07113335370716119,0.0862861513507178,0.09369990383681188,0.08572752495468308,0.07050721733198849,0.05527625034334892,0.048377789292538484,0.0505203626529749,0.053726497932343464,0.05981760769521835,0.06830553825693932,0.08013317241739618,0.10122222842097331
RO423,0.06684121457731189,0.08012875350312208,0.09575367672673213,0.08461033816026739,0.07188909030700304,0.05547072989172121,0.04527194678217237,0.04578420517309898,0.051984980827848415,0.05571885619895572,0.06513437301099302,0.07401089877268982,0.07633672557313848
RO424,0.08236341279128066,0.07661536439502639,0.09548305967018492,0.08339437677815009,0.07586149664697658,0.06889825745670405,0.07416053064113085,0.08796249515371006,0.08845813571084023,0.08914918024253222,0.08863143069974756,0.08141721782793787,0.07832940827242703
RS,0.07605062998073203,0.0754228097068349,0.09173919760564665,0.08502931967145305,0.07453161221889094,0.065151304512586,0.06281547906385374,0.06734164297822885,0.06731236267557622,0.07302063415640515,0.07865355649781645,0.08296070359751331,0.08862893708397925
RS1,0.08249858151079767,0.072100369978959,0.08907484191093054,0.08317144156864142,0.07755529227744759,0.07522044303747702,0.07559331842132655,0.08148048270092573,0.08322699185194131,0.08977384367429622,0.09103849147455162,0.08918422920340269,0.08256323202967264
RS11,0.07960064863482558,0.07735231463581566,0.09370830674500515,0.08746928112257434,0.07770963309384468,0.0705553878037994,0.07212094206573125,0.07485778564967277,0.07528983211996446,0.0778994273479596,0.08009992449908253,0.08478030626213662,0.08336464227232039
RS110,0.07960064863482558,0.07735231463581566,0.09370830674500515,0.08746928112257434,0.07770963309384468,0.0705553878037994,0.07212094206573125,0.07485778564967277,0.07528983211996446,0.0778994273479596,0.08009992449908253,0.08478030626213662,0.08336464227232039
RS12,0.08342472720894706,0.07088514472847773,0.08776912970719913,0.08196944954535726,0.07751179897497953,0.07651409544320502,0.07656016136276926,0.0834581407587836,0.08794128942975005,0.0931396935415609,0.09411674567718353,0.089730326894887,0.08150075044321167
RS122,0.08208887639959388,0.07744444111210534,0.08773373160511255,0.08298220690328478,0.07988563414225924,0.07653646844535217,0.0723991203776106,0.07638026840066996,0.08132563093121044,0.08877016659105809,0.09277329423627038,0.09197259527079914,0.07686295877939381
RS123,0.08633715487652917,0.07240359182364194,0.09074754640460014,0.08700220606839046,0.08255896497613344,0.08197148516774178,0.07948416688789924,0.08140193632779978,0.08863397114415962,0.09421352194006305,0.1004554939448324,0.09155426881252192,0.08561870502056641
RS124,0.08468192137670716,0.0705146593291585,0.08694666091398132,0.07871253256935899,0.0741383293302866,0.07568324403837323,0.08241371665059066,0.09404270915622902,0.098929977899839,0.09742464140471194,0.09395420842054414,0.0856619259433412,0.07776045086407134
RS126,0.08307165808464573,0.07002562170349601,0.08636898508657945,0.07892577798924591,0.0732615714417708,0.0746065104355248,0.07812000364815229,0.0883204874727984,0.09438845625272718,0.09517322239805778,0.0936899031335342,0.08466210253786721,0.07931725491599471
RS127,0.08539309948986651,0.06855454765618205,0.09147676895889971,0.08916824580066735,0.08301840445233716,0.07950582220736477,0.0762991559588247,0.08330234314793002,0.08709534434071643,0.09600381467538831,0.09614407240039972,0.09150475164254507,0.08264392263714283
RS2,0.07421909354141394,0.08065996306578616,0.09388597641940019,0.0861340005171951,0.07273114818402313,0.05917219342772824,0.05522570404528786,0.059585645659045124,0.0606302080034606,0.06277478743894588,0.07129383482187772,0.08083839422161045,0.10769726669260699
RS21,0.07564923994851765,0.0819392419059774,0.09483955953822693,0.0855331921509511,0.0735102176007009,0.05990885833471619,0.05581950474027046,0.05903285451739115,0.059996371136614886,0.060809837566227556,0.0688214281483201,0.08035092753760574,0.12722888620520928
RS211,0.06848486544838722,0.08270341522577736,0.09319649514740025,0.08505816805439118,0.07315927410784823,0.056477895009522446,0.04968142899899529,0.05232942254306414,0.0532620524844298,0.054975805515687357,0.0653917231143285,0.07526648335422643,0.08031622182497555
RS212,0.07542973686515912,0.0765678622159794,0.09741013846271876,0.0886222617928775,0.07659319852839927,0.06848426366567004,0.06553155744486318,0.06625332059908887,0.06418442186348292,0.06848812435840332,0.07095055791492365,0.08086653144992127,0.08120460408558126
RS214,0.06942147162753866,0.08177540897520473,0.09604198710460982,0.08495647753855476,0.07307713760811592,0.05716406103119115,0.0518274512141943,0.05448238275698713,0.05595632131552677,0.056510471492922404,0.06493567965483739,0.07658764727574953,0.07974263356256996
RS215,0.0740004771105356,0.09105144273489714,0.09641875760942142,0.0876591449940874,0.07480726020167704,0.061330650188028815,0.056532029410743194,0.060990745852803896,0.06148664759159643,0.06292210261563996,0.07310086083800897,0.08242685459014298,0.07927922869938007
RS216,0.07856599409591407,0.08188343915359053,0.09718073733634033,0.08816245730434145,0.07581788295554737,0.06371349134519162,0.058582023003115234,0.06201480448857664,0.06388859295059118,0.06358453838437995,0.0732072949527748,0.08723566759988743,0.12752099967663236
RS217,0.06833408622155134,0.07213994973260009,0.08746764326345408,0.07988525242727323,0.06810217823230606,0.053068231535941375,0.048203347264515126,0.04901085063412263,0.051766229455094154,0.051987999347129873,0.06178059363189866,0.07390007513742416,0.12269668399685646
RS218,0.07379288978700309,0.083375855876168,0.09545581686418832,0.08466429584836227,0.07329891463038775,0.06011683919976624,0.059344162347392655,0.06433601195941556,0.06515450564269717,0.06436330525731325,0.06986814928270361,0.08265781526764233,0.082879005268
RS22,0.0721338735866877,0.08028244932854661,0.09292556950510276,0.08669787450295015,0.07199612509479003,0.058477508599643305,0.054665165760631636,0.060107844057369436,0.061833940234141974,0.06480824087180498,0.07363698225152315,0.08090109903731901,0.07927368379642913
RS221,0.07010750545798683,0.07926264725388836,0.09373662873575637,0.0872280652037998,0.06944386893590479,0.052186278623282845,0.049161270112115095,0.0552781600450939,0.0626493959725686,0.06287057328497796,0.07146858620499108,0.07884792114495236,0.07915666997851088
RS222,0.07403455377293261,0.08835178532963565,0.09428993627133486,0.0871425382152325,0.07407267158034078,0.06323800213820144,0.057925428795084576,0.06163008223943702,0.05941210250641152,0.0660748796512431,0.07520445770246492,0.08440056764547936,0.07667219320032564
RS223,0.06821545024041781,0.07814290024005492,0.09019768487560584,0.08528666030803068,0.06923468257069376,0.053477614370442336,0.04905729270573203,0.05512002323801626,0.05791918111888629,0.05947250815835255,0.06977485523649424,0.07780826714246514,0.07309373292023973
RS225,0.07492305220288403,0.08411274781381643,0.0936032068058257,0.0871913872395802,0.07367379451170564,0.060933883819315166,0.05800510741149386,0.06414976933147264,0.07100509745064501,0.06648131751829063,0.0751287430110905,0.08710868186834786,0.07768288965302485
